Loss,Epoch
5.589350749617037,0
2.294568395218276,1
1.882315258083441,2
1.7421295376080077,3
1.642912748829483,4
1.5876919392429654,5
1.5403005697233292,6
1.4911906687195038,7
1.4531324147568334,8
1.4239824871577875,9
1.3932488156706475,10
1.3666014943433844,11
1.3263583116214295,12
1.309296338378316,13
1.2740123780334698,14
1.248217812355827,15
1.2135311782055194,16
1.178775414938817,17
1.1589477996692024,18
1.120821226435854,19
1.1009184968898365,20
1.0765088101482148,21
1.042349905995152,22
1.0133238472139743,23
0.9876728755281404,24
0.967334659584343,25
0.937989164420101,26
0.9077498204720295,27
0.8829207652441377,28
0.8515470964676889,29
0.8263610915835861,30
0.8031148772943965,31
0.7706615927884036,32
0.7502358709759724,33
0.7345084160794992,34
0.7062972708202689,35
0.6965746014471859,36
0.6602688628389403,37
0.6571168167435605,38
0.6269808829288044,39
0.6053930007092788,40
0.582858312979836,41
0.5725338379364184,42
0.5631253638535815,43
0.5348082005482195,44
0.5217758730968551,45
0.503068452619988,46
0.49237707968029526,47
0.48638998625604696,48
0.4641464564501477,49
0.4564764208500952,50
0.44334189092640375,51
0.42755302931646555,52
0.40915016950015215,53
0.41267629519409843,54
0.3963273653136495,55
0.38221618957112513,56
0.37444812954043794,57
0.37159509200345525,58
0.3696527745374633,59
0.3654706226876172,60
0.3529055193352425,61
0.34577915256323716,62
0.3310195141474304,63
0.3287242123633242,64
0.3300992777128049,65
0.3208673098041197,66
0.31544360779511654,67
0.30974147575514394,68
0.31394392300559126,69
0.30212150359302375,70
0.29433034642902023,71
0.29287729756263514,72
0.28964266155267615,73
0.27911751827849146,74
0.2768012864224594,75
0.27700162945253315,76
0.27328310382392856,77
0.2729177534332513,78
0.27189917326488,79
0.26376122084286663,80
0.2551552477766714,81
0.26566039242536366,82
0.26274406978064946,83
0.26311249767556366,84
0.25849215691323246,85
0.2576053455672072,86
0.2456715099770776,87
0.24372392009152932,88
0.2425330145108273,89
0.24320444995847046,90
0.24679149900708358,91
0.23645511228124352,92
0.23952198644999959,93
0.25446595331115646,94
0.23326753076080167,95
0.23068855881519482,96
0.23662949072392395,97
0.23028657312416817,98
0.23055213916560877,99
0.2253279991762336,100
0.21621558799996704,101
0.22910803433536264,102
0.23275828037096563,103
0.22613026690490715,104
0.2261438308131245,105
0.21814557374276392,106
0.22144439418697753,107
0.21887181605905523,108
0.21756549202896597,109
0.22595329982850254,110
0.22532850970773746,111
0.2208180340040294,112
0.2167130424772077,113
0.20551875342979378,114
0.2133693287311041,115
0.20933706258587978,116
0.20983122892039435,117
0.22206411890142486,118
0.21912338988155203,119
0.20222040642615016,120
0.21665434032926323,121
0.21387004648880734,122
0.20970145656782038,123
0.21245086195466617,124
0.21248596913331305,125
0.2108775670937908,126
0.2085270658992898,127
0.2139834807042385,128
0.21221937094826984,129
0.2094917818761009,130
0.2043043935476133,131
0.2003700570858386,132
0.2128321049006089,133
0.217914294337144,134
0.19757325682417512,135
0.1991602701928152,136
0.2139217446384299,137
0.19438882211409034,138
0.20790047818065985,139
0.1977936123614497,140
0.2084582102201555,141
0.20684237894899857,142
0.191608042661053,143
0.20005629799755104,144
0.20134335178214952,145
0.20209178479050127,146
0.2001081653191801,147
0.2044784540663023,148
0.1956544395588586,149
0.1884962459811774,150
0.1949611680767954,151
0.19654831301201792,152
0.19891879065891208,153
0.2055350987197798,154
0.19416607684119963,155
0.19770900414699255,156
0.19251574515638983,157
0.19299061301990847,158
0.19861392444833312,159
0.18802005033987715,160
0.19438255608053234,161
0.20212807268609323,162
0.18748429321143253,163
0.18824632689023338,164
0.1989021932329897,165
0.1976107307769301,166
0.18777632155953466,167
0.18714254220609394,168
0.19714520272353422,169
0.19638045693573822,170
0.18590971975184767,171
0.19403462063001892,172
0.19652526601291526,173
0.19210908462143386,174
0.18595389876743335,175
0.19216243823147033,176
0.19748397114331764,177
0.1847753030250368,178
0.19723287981498958,179
0.19047399361610717,180
0.18987416389786527,181
0.19316953775303825,182
0.18235169999692066,183
0.18889516259512634,184
0.18960897292217713,185
0.18313627683050226,186
0.1991980310072146,187
0.18660480914461186,188
0.19469174289899638,189
0.18855084074170464,190
0.1830927530575134,191
0.1797206147009378,192
0.1862654591460362,193
0.19734306250701247,194
0.18023649141278184,195
0.18871243495632278,196
0.18406497457486284,197
0.18383625220707464,198
0.1785827592024794,199
